epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,244.143,0.27674,0.25462,0.81137,0.99793,1,0.99497,0.99062,0.21478,0.2241,0.78139,0.000933851,0.000933851,0.000933851
37,251.263,0.27619,0.25654,0.80792,0.99804,1,0.99497,0.99129,0.18312,0.20496,0.77659,0.000919704,0.000919704,0.000919704
38,258.42,0.26343,0.24278,0.8072,0.9979,1,0.995,0.99117,0.18592,0.20623,0.77915,0.000905557,0.000905557,0.000905557
39,265.215,0.26517,0.2494,0.81142,0.998,1,0.99499,0.99132,0.1967,0.19617,0.77948,0.00089141,0.00089141,0.00089141
40,271.905,0.27433,0.2466,0.81162,0.99793,1,0.9949,0.99046,0.20605,0.21401,0.78197,0.000877263,0.000877263,0.000877263
41,278.525,0.25911,0.23989,0.80599,0.99802,1,0.99494,0.98892,0.196,0.18915,0.77862,0.000863116,0.000863116,0.000863116
42,285.724,0.26766,0.24086,0.80853,0.99792,1,0.995,0.99119,0.19907,0.2008,0.78008,0.000848969,0.000848969,0.000848969
43,292.58,0.26255,0.23685,0.81077,0.99826,1,0.99494,0.98923,0.20392,0.20535,0.77841,0.000834822,0.000834822,0.000834822
44,299.337,0.26527,0.24099,0.80607,0.99802,1,0.99496,0.98994,0.19826,0.19493,0.77932,0.000820675,0.000820675,0.000820675
45,305.913,0.26882,0.23752,0.80991,0.99758,1,0.99496,0.98962,0.19507,0.21351,0.77563,0.000806528,0.000806528,0.000806528
46,312.286,0.24966,0.23474,0.80369,0.99779,1,0.99489,0.98969,0.19652,0.20941,0.77918,0.00079238,0.00079238,0.00079238
47,318.78,0.26067,0.23119,0.8083,0.9981,1,0.995,0.99183,0.18536,0.19475,0.77606,0.000778233,0.000778233,0.000778233
48,325.434,0.25199,0.22958,0.80702,0.99791,1,0.995,0.98945,0.20691,0.19456,0.7797,0.000764086,0.000764086,0.000764086
49,332.114,0.24806,0.22523,0.80127,0.99787,1,0.995,0.99056,0.19441,0.19979,0.77672,0.000749939,0.000749939,0.000749939
50,338.718,0.24858,0.2237,0.80425,0.9979,0.99952,0.995,0.99136,0.20123,0.18914,0.77809,0.000735792,0.000735792,0.000735792
51,345.482,0.2483,0.22627,0.80586,0.99804,1,0.995,0.99165,0.17814,0.19123,0.77668,0.000721645,0.000721645,0.000721645
52,352.22,0.25042,0.21747,0.80432,0.99838,1,0.995,0.9923,0.18498,0.1894,0.77731,0.000707498,0.000707498,0.000707498
53,358.873,0.24026,0.21603,0.80283,0.99801,1,0.995,0.99234,0.17941,0.17538,0.7773,0.000693351,0.000693351,0.000693351
54,365.504,0.24914,0.21817,0.80492,0.99802,1,0.995,0.99159,0.18167,0.18251,0.77614,0.000679204,0.000679204,0.000679204
55,372.148,0.2495,0.21943,0.80731,0.99804,1,0.995,0.99164,0.1904,0.17374,0.77669,0.000665057,0.000665057,0.000665057
56,378.71,0.24343,0.21607,0.80449,0.99839,1,0.995,0.99097,0.18599,0.18876,0.77655,0.000650909,0.000650909,0.000650909
57,385.242,0.25412,0.21925,0.80751,0.99801,1,0.995,0.99215,0.17314,0.16857,0.77565,0.000636762,0.000636762,0.000636762
58,391.835,0.24105,0.21137,0.80452,0.99867,1,0.995,0.99202,0.1835,0.17981,0.77758,0.000622615,0.000622615,0.000622615
59,398.365,0.24289,0.21282,0.80553,0.99802,1,0.995,0.99219,0.17688,0.17112,0.77681,0.000608468,0.000608468,0.000608468
60,404.921,0.23959,0.20994,0.80066,0.99792,1,0.995,0.99252,0.17916,0.16717,0.77622,0.000594321,0.000594321,0.000594321
61,411.583,0.24274,0.21216,0.80276,0.99793,1,0.995,0.99201,0.1768,0.17181,0.77395,0.000580174,0.000580174,0.000580174
62,418.342,0.24639,0.21487,0.80447,0.99787,1,0.995,0.99274,0.17736,0.17476,0.77399,0.000566027,0.000566027,0.000566027
63,425.232,0.23695,0.20783,0.79985,0.99905,0.99972,0.995,0.99287,0.17425,0.16758,0.77364,0.00055188,0.00055188,0.00055188
64,431.784,0.231,0.206,0.80398,0.99865,1,0.995,0.99241,0.1773,0.17552,0.77344,0.000537733,0.000537733,0.000537733
65,438.441,0.23342,0.20362,0.80157,0.99858,1,0.995,0.99073,0.17873,0.16431,0.77402,0.000523586,0.000523586,0.000523586
66,445.252,0.23127,0.20257,0.80391,0.99876,1,0.995,0.99255,0.17243,0.16047,0.7744,0.000509438,0.000509438,0.000509438
67,451.697,0.23572,0.2036,0.80321,0.99862,1,0.995,0.99218,0.16767,0.16127,0.77415,0.000495291,0.000495291,0.000495291
68,458.103,0.22268,0.1977,0.8,0.99829,1,0.995,0.99245,0.17434,0.16375,0.77332,0.000481144,0.000481144,0.000481144
69,464.378,0.22731,0.20021,0.80488,0.99875,1,0.995,0.99279,0.17478,0.16516,0.77487,0.000466997,0.000466997,0.000466997
70,470.652,0.21806,0.19354,0.80435,0.9986,1,0.995,0.99311,0.16369,0.1535,0.77355,0.00045285,0.00045285,0.00045285
71,476.973,0.22508,0.19496,0.79832,0.99862,1,0.995,0.99292,0.16684,0.15521,0.77291,0.000438703,0.000438703,0.000438703
72,483.368,0.22842,0.19815,0.8,0.99873,1,0.995,0.99316,0.17107,0.16464,0.77362,0.000424556,0.000424556,0.000424556
73,489.929,0.22981,0.19646,0.80159,0.99833,1,0.995,0.99358,0.16846,0.159,0.77314,0.000410409,0.000410409,0.000410409
74,496.615,0.22536,0.19293,0.79946,0.99796,1,0.995,0.99296,0.16944,0.15321,0.77299,0.000396262,0.000396262,0.000396262
75,503.163,0.22257,0.19064,0.7976,0.99813,1,0.995,0.99345,0.16139,0.15518,0.77239,0.000382115,0.000382115,0.000382115
76,509.98,0.22108,0.18956,0.79675,0.99836,1,0.995,0.99378,0.16232,0.15421,0.77329,0.000367967,0.000367967,0.000367967
77,516.953,0.22232,0.18633,0.79745,0.99849,1,0.995,0.99308,0.16329,0.15671,0.77378,0.00035382,0.00035382,0.00035382
78,523.823,0.21922,0.18878,0.80008,0.99839,1,0.995,0.99291,0.169,0.15008,0.77333,0.000339673,0.000339673,0.000339673
79,530.879,0.22209,0.18844,0.79881,0.99872,1,0.995,0.99345,0.16219,0.14882,0.76945,0.000325526,0.000325526,0.000325526
80,537.986,0.22147,0.18733,0.79712,0.99868,1,0.995,0.99296,0.1645,0.14961,0.77148,0.000311379,0.000311379,0.000311379
81,544.344,0.22083,0.18792,0.80008,0.99865,1,0.995,0.99264,0.16172,0.14978,0.7728,0.000297232,0.000297232,0.000297232
82,550.724,0.21729,0.18395,0.80139,0.99879,1,0.995,0.99257,0.16098,0.14483,0.77293,0.000283085,0.000283085,0.000283085
83,557.198,0.21244,0.18201,0.79885,0.99811,1,0.995,0.99344,0.16324,0.15097,0.77331,0.000268938,0.000268938,0.000268938
84,563.578,0.21837,0.1829,0.79984,0.99823,1,0.995,0.99314,0.16391,0.14607,0.77286,0.000254791,0.000254791,0.000254791
85,570.126,0.22014,0.18349,0.79889,0.9988,1,0.995,0.99272,0.16007,0.14561,0.77254,0.000240644,0.000240644,0.000240644
86,576.874,0.21066,0.18133,0.79784,0.9985,1,0.995,0.99313,0.16045,0.14485,0.77411,0.000226497,0.000226497,0.000226497
87,583.65,0.21379,0.1808,0.79962,0.99849,1,0.995,0.99276,0.15367,0.13896,0.77222,0.000212349,0.000212349,0.000212349
88,590.315,0.20496,0.17531,0.79927,0.99842,1,0.995,0.99255,0.15818,0.14274,0.77167,0.000198202,0.000198202,0.000198202
89,597.073,0.20589,0.17681,0.79667,0.9984,1,0.995,0.99335,0.15918,0.1386,0.77153,0.000184055,0.000184055,0.000184055
90,603.616,0.20661,0.17518,0.80081,0.99854,1,0.995,0.99302,0.1649,0.14142,0.77336,0.000169908,0.000169908,0.000169908
91,610.04,0.18116,0.15686,0.77695,0.99896,1,0.995,0.99359,0.16414,0.14536,0.77157,0.000155761,0.000155761,0.000155761
92,616.392,0.18356,0.15398,0.78081,0.99913,0.99963,0.995,0.99386,0.15663,0.13949,0.77102,0.000141614,0.000141614,0.000141614
93,622.723,0.1751,0.15335,0.77824,0.99881,1,0.995,0.99319,0.16048,0.14203,0.77071,0.000127467,0.000127467,0.000127467
94,629.075,0.17407,0.15035,0.774,0.99882,1,0.995,0.99344,0.16199,0.14148,0.77168,0.00011332,0.00011332,0.00011332
95,635.582,0.17322,0.15115,0.77812,0.99883,1,0.995,0.99313,0.1554,0.13911,0.7695,9.91726e-05,9.91726e-05,9.91726e-05
96,642.114,0.1726,0.14715,0.77519,0.99839,1,0.995,0.99351,0.15012,0.13649,0.76832,8.50255e-05,8.50255e-05,8.50255e-05
97,648.623,0.16907,0.1482,0.78377,0.99838,1,0.995,0.99315,0.1514,0.13461,0.76893,7.08784e-05,7.08784e-05,7.08784e-05
98,655.184,0.16939,0.14445,0.77752,0.99852,1,0.995,0.99317,0.15469,0.13435,0.76881,5.67313e-05,5.67313e-05,5.67313e-05
99,661.898,0.16779,0.14346,0.77485,0.99862,1,0.995,0.99309,0.15273,0.13233,0.76942,4.25842e-05,4.25842e-05,4.25842e-05
100,668.472,0.16467,0.14213,0.77801,0.99859,1,0.995,0.99315,0.15382,0.13025,0.76931,2.84371e-05,2.84371e-05,2.84371e-05
