epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,53.9275,0.46704,0.49391,0.86738,0.98807,0.91667,0.92541,0.8635,0.43427,0.42862,0.83422,0.000848969,0.000848969,0.000848969
43,54.7043,0.46555,0.49985,0.85548,0.98807,0.91667,0.92541,0.8635,0.43427,0.42862,0.83422,0.000834822,0.000834822,0.000834822
44,55.5402,0.45189,0.50097,0.85697,0.98796,0.91667,0.91609,0.86891,0.39632,0.41829,0.82268,0.000820675,0.000820675,0.000820675
45,56.3424,0.47301,0.48971,0.87101,0.98886,0.91667,0.91237,0.87369,0.38516,0.3951,0.81781,0.000806528,0.000806528,0.000806528
46,57.1623,0.47273,0.49889,0.86163,0.98984,0.91667,0.9129,0.86152,0.36808,0.40805,0.81677,0.00079238,0.00079238,0.00079238
47,57.9736,0.44245,0.51451,0.87708,0.98984,0.91667,0.9129,0.86152,0.36808,0.40805,0.81677,0.000778233,0.000778233,0.000778233
48,58.8454,0.44024,0.50874,0.87601,0.99245,0.91667,0.91383,0.86233,0.37974,0.39327,0.81916,0.000764086,0.000764086,0.000764086
49,59.7022,0.43189,0.47031,0.86705,0.99228,0.91667,0.91415,0.87729,0.37189,0.39085,0.81913,0.000749939,0.000749939,0.000749939
50,60.5503,0.42332,0.46661,0.8583,0.99248,0.91667,0.9147,0.88609,0.35027,0.38236,0.81696,0.000735792,0.000735792,0.000735792
51,61.3723,0.40154,0.47581,0.86778,0.99248,0.91667,0.9147,0.88609,0.35027,0.38236,0.81696,0.000721645,0.000721645,0.000721645
52,62.2153,0.4371,0.45854,0.86066,0.99263,0.91667,0.94537,0.89813,0.34892,0.38448,0.81765,0.000707498,0.000707498,0.000707498
53,63.0299,0.43185,0.47236,0.86015,0.99404,0.91977,0.955,0.89456,0.3669,0.38047,0.81834,0.000693351,0.000693351,0.000693351
54,63.8364,0.41848,0.44342,0.8465,0.99096,0.91667,0.91364,0.88362,0.33289,0.37417,0.81347,0.000679204,0.000679204,0.000679204
55,64.6581,0.41409,0.44639,0.85676,0.99096,0.91667,0.91364,0.88362,0.33289,0.37417,0.81347,0.000665057,0.000665057,0.000665057
56,65.5125,0.43237,0.4505,0.84327,0.99047,0.91667,0.91415,0.88818,0.33175,0.36229,0.8128,0.000650909,0.000650909,0.000650909
57,66.3199,0.40751,0.44347,0.85981,0.99292,0.91667,0.92033,0.88792,0.34119,0.36954,0.81357,0.000636762,0.000636762,0.000636762
58,67.1676,0.41282,0.44098,0.84619,0.99296,0.91667,0.93948,0.88973,0.3533,0.3641,0.81588,0.000622615,0.000622615,0.000622615
59,68.0011,0.41073,0.43627,0.85823,0.99296,0.91667,0.93948,0.88973,0.3533,0.3641,0.81588,0.000608468,0.000608468,0.000608468
60,68.8326,0.40827,0.42643,0.85888,0.99304,0.91667,0.95079,0.90005,0.34234,0.36908,0.81435,0.000594321,0.000594321,0.000594321
61,69.6912,0.40908,0.42219,0.85214,0.99286,0.91667,0.94782,0.89107,0.35105,0.36041,0.81568,0.000580174,0.000580174,0.000580174
62,70.5636,0.41415,0.42148,0.84924,0.99306,0.91667,0.9347,0.87462,0.34866,0.36056,0.81189,0.000566027,0.000566027,0.000566027
63,71.3867,0.39834,0.4339,0.85044,0.99306,0.91667,0.9347,0.87462,0.34866,0.36056,0.81189,0.00055188,0.00055188,0.00055188
64,72.235,0.40351,0.4313,0.84707,0.99293,0.91667,0.91925,0.8964,0.31596,0.3461,0.8067,0.000537733,0.000537733,0.000537733
65,73.084,0.36498,0.41848,0.83411,0.99241,0.91667,0.91284,0.89285,0.32627,0.34929,0.80931,0.000523586,0.000523586,0.000523586
66,73.9404,0.38699,0.41067,0.85355,0.99238,0.91667,0.91167,0.88573,0.32924,0.3488,0.81308,0.000509438,0.000509438,0.000509438
67,74.7986,0.38796,0.41539,0.84284,0.99238,0.91667,0.91167,0.88573,0.32924,0.3488,0.81308,0.000495291,0.000495291,0.000495291
68,75.6674,0.3906,0.42185,0.84675,0.99076,0.91667,0.91167,0.88841,0.33248,0.34853,0.81058,0.000481144,0.000481144,0.000481144
69,76.5059,0.39209,0.41288,0.84885,0.99082,0.91667,0.91235,0.88204,0.32783,0.34133,0.81269,0.000466997,0.000466997,0.000466997
70,77.348,0.36815,0.41473,0.85181,0.99122,0.91667,0.91354,0.88303,0.33713,0.33961,0.81842,0.00045285,0.00045285,0.00045285
71,78.1601,0.39113,0.41476,0.85656,0.99122,0.91667,0.91354,0.88303,0.33713,0.33961,0.81842,0.000438703,0.000438703,0.000438703
72,79.079,0.396,0.40407,0.84809,0.99167,0.91667,0.92115,0.87842,0.35528,0.35258,0.81855,0.000424556,0.000424556,0.000424556
73,79.9606,0.39507,0.40362,0.85547,0.99118,0.91667,0.92033,0.87,0.3578,0.34872,0.8158,0.000410409,0.000410409,0.000410409
74,80.7761,0.39127,0.41871,0.85528,0.9905,0.91667,0.91889,0.87898,0.33679,0.33379,0.8143,0.000396262,0.000396262,0.000396262
75,81.5861,0.38244,0.40308,0.85179,0.9905,0.91667,0.91889,0.87898,0.33679,0.33379,0.8143,0.000382115,0.000382115,0.000382115
76,82.5172,0.38766,0.43413,0.84371,0.98917,0.91667,0.91672,0.88675,0.31727,0.32291,0.81306,0.000367967,0.000367967,0.000367967
77,83.3376,0.37268,0.40363,0.85286,0.98862,0.91667,0.91582,0.89393,0.31123,0.32654,0.81282,0.00035382,0.00035382,0.00035382
78,84.1634,0.36159,0.394,0.84105,0.99026,0.91667,0.91422,0.88645,0.32632,0.33361,0.8125,0.000339673,0.000339673,0.000339673
79,84.9649,0.35939,0.39606,0.84403,0.99026,0.91667,0.91422,0.88645,0.32632,0.33361,0.8125,0.000325526,0.000325526,0.000325526
80,85.8023,0.37695,0.40354,0.83884,0.99088,0.91667,0.91429,0.89057,0.3236,0.34177,0.81124,0.000311379,0.000311379,0.000311379
81,86.6015,0.38293,0.41132,0.85804,0.98957,0.91667,0.92044,0.88978,0.32107,0.33857,0.81228,0.000297232,0.000297232,0.000297232
82,87.412,0.34807,0.40622,0.83041,0.98998,0.91667,0.92986,0.89545,0.32166,0.32133,0.81312,0.000283085,0.000283085,0.000283085
83,88.2037,0.37444,0.40045,0.84881,0.98998,0.91667,0.92986,0.89545,0.32166,0.32133,0.81312,0.000268938,0.000268938,0.000268938
84,89.0471,0.36474,0.3851,0.82774,0.99078,0.91667,0.93694,0.90009,0.32779,0.3069,0.81202,0.000254791,0.000254791,0.000254791
85,89.9202,0.37226,0.40695,0.85615,0.99171,0.91667,0.94537,0.89635,0.33133,0.29931,0.81131,0.000240644,0.000240644,0.000240644
86,90.8047,0.37147,0.39266,0.85425,0.99249,0.91667,0.935,0.89387,0.32571,0.30616,0.81105,0.000226497,0.000226497,0.000226497
87,91.6366,0.36469,0.37581,0.83565,0.99249,0.91667,0.935,0.89387,0.32571,0.30616,0.81105,0.000212349,0.000212349,0.000212349
88,92.6083,0.36757,0.39678,0.85194,0.99259,0.91667,0.92145,0.89587,0.32127,0.30673,0.81064,0.000198202,0.000198202,0.000198202
89,93.4547,0.35335,0.35836,0.83088,0.99192,0.91667,0.91493,0.89675,0.32082,0.29918,0.80973,0.000184055,0.000184055,0.000184055
90,94.2796,0.35627,0.37234,0.83931,0.99233,0.91667,0.91238,0.8919,0.32466,0.29725,0.80976,0.000169908,0.000169908,0.000169908
91,138.792,0.32502,0.40302,0.81847,0.99233,0.91667,0.91238,0.8919,0.32466,0.29725,0.80976,0.000155761,0.000155761,0.000155761
92,140.164,0.31867,0.40044,0.80917,0.99229,0.91667,0.91167,0.89144,0.32374,0.30205,0.81091,0.000141614,0.000141614,0.000141614
93,141.173,0.32483,0.3882,0.81303,0.99308,0.91667,0.91167,0.88785,0.32632,0.3118,0.81172,0.000127467,0.000127467,0.000127467
94,142.102,0.33148,0.3893,0.80522,0.99283,0.91667,0.91167,0.88889,0.33069,0.32407,0.81408,0.00011332,0.00011332,0.00011332
95,142.987,0.30897,0.37824,0.81446,0.99283,0.91667,0.91167,0.88889,0.33069,0.32407,0.81408,9.91726e-05,9.91726e-05,9.91726e-05
96,143.87,0.31817,0.38808,0.79065,0.99315,0.91667,0.91167,0.88983,0.33423,0.32892,0.81512,8.50255e-05,8.50255e-05,8.50255e-05
97,144.792,0.30912,0.38013,0.819,0.99324,0.91667,0.91167,0.89207,0.33345,0.32874,0.81532,7.08784e-05,7.08784e-05,7.08784e-05
98,145.792,0.31532,0.4119,0.81383,0.99345,0.91667,0.91167,0.89277,0.33109,0.3329,0.81439,5.67313e-05,5.67313e-05,5.67313e-05
99,146.675,0.32544,0.40061,0.83212,0.99345,0.91667,0.91167,0.89277,0.33109,0.3329,0.81439,4.25842e-05,4.25842e-05,4.25842e-05
100,147.579,0.31931,0.39989,0.81251,0.99318,0.91667,0.91167,0.89113,0.33053,0.33684,0.81445,2.84371e-05,2.84371e-05,2.84371e-05
