epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,154.298,0.30783,0.29552,0.83224,0.99809,0.99947,0.995,0.98613,0.21331,0.22604,0.77732,0.00120265,0.00120265,0.00120265
18,162.684,0.29493,0.2794,0.83088,0.99824,1,0.995,0.98346,0.24543,0.20608,0.78112,0.0011885,0.0011885,0.0011885
19,170.991,0.29415,0.27508,0.83491,0.99897,1,0.995,0.98645,0.22861,0.20943,0.78429,0.00117435,0.00117435,0.00117435
20,179.699,0.31182,0.27475,0.8337,0.99889,1,0.995,0.98195,0.21981,0.19886,0.77778,0.00116021,0.00116021,0.00116021
21,188.139,0.29643,0.2662,0.83079,0.99805,1,0.995,0.98684,0.21815,0.18506,0.7806,0.00114606,0.00114606,0.00114606
22,196.342,0.27122,0.25466,0.82251,0.99818,1,0.995,0.98185,0.23149,0.18817,0.77906,0.00113191,0.00113191,0.00113191
23,205.188,0.27727,0.25325,0.82316,0.9981,1,0.995,0.9863,0.23473,0.1899,0.78065,0.00111776,0.00111776,0.00111776
24,214.269,0.27338,0.24967,0.82081,0.99801,1,0.995,0.9857,0.20391,0.17523,0.77,0.00110362,0.00110362,0.00110362
25,223.384,0.26727,0.24399,0.82424,0.99812,1,0.99496,0.99079,0.19322,0.16706,0.77425,0.00108947,0.00108947,0.00108947
26,232.264,0.26666,0.24364,0.82628,0.99815,1,0.995,0.98946,0.20174,0.18501,0.77218,0.00107532,0.00107532,0.00107532
27,240.638,0.25935,0.24155,0.82721,0.99825,1,0.995,0.98649,0.20427,0.16955,0.77679,0.00106118,0.00106118,0.00106118
28,249.179,0.25145,0.23285,0.81928,0.99831,1,0.995,0.99198,0.18644,0.16581,0.76921,0.00104703,0.00104703,0.00104703
29,257.979,0.26161,0.23977,0.8277,0.99787,1,0.99494,0.97869,0.23641,0.19494,0.78135,0.00103288,0.00103288,0.00103288
30,266.837,0.26675,0.24146,0.82692,0.99832,1,0.995,0.98859,0.20857,0.17277,0.7726,0.00101873,0.00101873,0.00101873
31,275.501,0.25055,0.22459,0.82261,0.99815,1,0.995,0.99007,0.19138,0.15402,0.77136,0.00100459,0.00100459,0.00100459
32,284.332,0.25391,0.22183,0.82065,0.99785,1,0.995,0.99023,0.18184,0.169,0.76949,0.00099044,0.00099044,0.00099044
33,292.964,0.25356,0.22148,0.82225,0.99893,1,0.995,0.99276,0.17574,0.15283,0.76697,0.000976293,0.000976293,0.000976293
34,301.732,0.25031,0.21469,0.8258,0.99832,1,0.995,0.98984,0.19478,0.15563,0.77129,0.000962146,0.000962146,0.000962146
35,310.431,0.25246,0.21376,0.82103,0.99889,1,0.995,0.9823,0.23039,0.15429,0.7741,0.000947999,0.000947999,0.000947999
36,318.8,0.25383,0.2128,0.8235,0.99894,1,0.995,0.98955,0.19208,0.15357,0.76985,0.000933851,0.000933851,0.000933851
37,327.417,0.25979,0.21436,0.82052,0.99832,1,0.995,0.98968,0.191,0.14779,0.77167,0.000919704,0.000919704,0.000919704
38,335.929,0.24741,0.20764,0.82006,0.99906,1,0.995,0.99274,0.19362,0.14584,0.76921,0.000905557,0.000905557,0.000905557
39,344.251,0.23895,0.20415,0.82404,0.99878,1,0.995,0.99278,0.16845,0.13407,0.76482,0.00089141,0.00089141,0.00089141
40,352.83,0.2411,0.20547,0.82019,0.99795,1,0.995,0.99146,0.17999,0.15439,0.76763,0.000877263,0.000877263,0.000877263
41,361.724,0.23978,0.20205,0.81917,0.99835,1,0.995,0.98938,0.19859,0.1468,0.77245,0.000863116,0.000863116,0.000863116
42,370.466,0.24524,0.20189,0.81787,0.99875,1,0.995,0.98889,0.18893,0.15341,0.76795,0.000848969,0.000848969,0.000848969
43,379.099,0.23264,0.19533,0.82112,0.99905,1,0.995,0.99074,0.17842,0.13882,0.76617,0.000834822,0.000834822,0.000834822
44,387.432,0.22903,0.1943,0.81429,0.99815,1,0.995,0.99305,0.16328,0.13756,0.76433,0.000820675,0.000820675,0.000820675
45,395.824,0.2323,0.1935,0.82004,0.99867,1,0.995,0.99271,0.17899,0.14068,0.76882,0.000806528,0.000806528,0.000806528
46,404.288,0.23041,0.18954,0.81688,0.9984,1,0.995,0.99205,0.17073,0.13573,0.76572,0.00079238,0.00079238,0.00079238
47,412.895,0.22924,0.18696,0.82056,0.99892,1,0.995,0.99277,0.16318,0.14273,0.76369,0.000778233,0.000778233,0.000778233
48,421.355,0.2256,0.18601,0.81779,0.99913,1,0.995,0.99321,0.17618,0.13484,0.76562,0.000764086,0.000764086,0.000764086
49,429.764,0.2205,0.18554,0.81295,0.99911,1,0.995,0.99314,0.17075,0.13045,0.76601,0.000749939,0.000749939,0.000749939
50,438.332,0.22329,0.18112,0.81824,0.99906,1,0.995,0.99166,0.16771,0.13172,0.76524,0.000735792,0.000735792,0.000735792
51,447.134,0.2213,0.18301,0.81761,0.99913,1,0.995,0.99297,0.15232,0.1224,0.76184,0.000721645,0.000721645,0.000721645
52,455.999,0.21644,0.1734,0.8152,0.99904,1,0.995,0.9923,0.16967,0.12328,0.76402,0.000707498,0.000707498,0.000707498
53,464.895,0.2162,0.17141,0.8095,0.9989,1,0.995,0.99206,0.17655,0.12775,0.76636,0.000693351,0.000693351,0.000693351
54,473.385,0.22316,0.17542,0.81712,0.99893,1,0.995,0.99161,0.17642,0.12564,0.766,0.000679204,0.000679204,0.000679204
55,481.956,0.22078,0.17505,0.81846,0.99841,1,0.995,0.99267,0.15921,0.11941,0.76398,0.000665057,0.000665057,0.000665057
56,490.58,0.21407,0.17385,0.81607,0.99854,1,0.995,0.9925,0.16107,0.12463,0.7641,0.000650909,0.000650909,0.000650909
57,499.386,0.2201,0.17043,0.81935,0.99887,1,0.995,0.99343,0.15794,0.11259,0.76279,0.000636762,0.000636762,0.000636762
58,508.086,0.20966,0.1667,0.81752,0.99868,1,0.995,0.99308,0.15487,0.11777,0.76433,0.000622615,0.000622615,0.000622615
59,516.828,0.2161,0.16905,0.81403,0.99881,1,0.995,0.99319,0.16146,0.12092,0.76305,0.000608468,0.000608468,0.000608468
60,525.645,0.21852,0.17104,0.80935,0.99825,1,0.995,0.99346,0.15781,0.12023,0.7633,0.000594321,0.000594321,0.000594321
61,534.221,0.21466,0.17392,0.81384,0.99889,1,0.995,0.99155,0.1682,0.11815,0.76449,0.000580174,0.000580174,0.000580174
62,542.828,0.21593,0.17186,0.81544,0.99864,1,0.995,0.99319,0.15736,0.11685,0.7637,0.000566027,0.000566027,0.000566027
63,551.5,0.20673,0.16509,0.81077,0.99899,1,0.995,0.99387,0.15395,0.12484,0.76424,0.00055188,0.00055188,0.00055188
64,560.133,0.20426,0.16286,0.81633,0.99866,1,0.995,0.99296,0.16244,0.12757,0.76531,0.000537733,0.000537733,0.000537733
65,568.594,0.21246,0.16758,0.81076,0.99834,1,0.995,0.99364,0.15387,0.11721,0.76141,0.000523586,0.000523586,0.000523586
66,577.18,0.20935,0.16646,0.81466,0.99872,1,0.995,0.9934,0.15401,0.12182,0.76205,0.000509438,0.000509438,0.000509438
67,585.654,0.21078,0.16558,0.814,0.99885,1,0.995,0.99332,0.1497,0.11453,0.76258,0.000495291,0.000495291,0.000495291
68,594.32,0.19517,0.15916,0.81258,0.99817,1,0.995,0.9938,0.14691,0.10836,0.76306,0.000481144,0.000481144,0.000481144
69,602.973,0.19937,0.15944,0.81488,0.99832,1,0.995,0.99361,0.14547,0.10532,0.76273,0.000466997,0.000466997,0.000466997
70,611.493,0.19994,0.15966,0.81472,0.99842,1,0.995,0.99272,0.1478,0.1075,0.7631,0.00045285,0.00045285,0.00045285
71,619.995,0.20521,0.15886,0.81078,0.99895,1,0.995,0.99353,0.14925,0.10767,0.76245,0.000438703,0.000438703,0.000438703
72,628.456,0.19992,0.15776,0.81079,0.99861,1,0.995,0.99278,0.1487,0.10829,0.76391,0.000424556,0.000424556,0.000424556
73,637.023,0.19064,0.15092,0.81052,0.99886,1,0.995,0.99355,0.14421,0.10291,0.76188,0.000410409,0.000410409,0.000410409
74,645.363,0.1984,0.15398,0.80971,0.99859,1,0.995,0.99381,0.14677,0.10951,0.76165,0.000396262,0.000396262,0.000396262
75,653.866,0.19539,0.1529,0.80991,0.99882,1,0.995,0.99425,0.13935,0.10358,0.75975,0.000382115,0.000382115,0.000382115
76,662.396,0.19255,0.15146,0.80568,0.99891,1,0.995,0.99396,0.14887,0.10722,0.76147,0.000367967,0.000367967,0.000367967
77,670.863,0.19887,0.15152,0.80572,0.99858,1,0.995,0.99428,0.14686,0.10352,0.76205,0.00035382,0.00035382,0.00035382
78,679.519,0.1923,0.1495,0.80884,0.99894,1,0.995,0.99387,0.15544,0.10811,0.76151,0.000339673,0.000339673,0.000339673
79,688.411,0.19667,0.15154,0.80835,0.99892,1,0.995,0.99377,0.14799,0.10192,0.76107,0.000325526,0.000325526,0.000325526
80,697.27,0.19169,0.14885,0.80519,0.99907,1,0.995,0.99282,0.13946,0.09671,0.76051,0.000311379,0.000311379,0.000311379
81,706.23,0.1901,0.14693,0.80849,0.99894,1,0.995,0.99327,0.14947,0.10146,0.76195,0.000297232,0.000297232,0.000297232
82,714.728,0.19145,0.1463,0.80771,0.99901,1,0.995,0.9939,0.14905,0.10506,0.76133,0.000283085,0.000283085,0.000283085
83,723.481,0.19223,0.14738,0.80906,0.99875,1,0.995,0.99352,0.14319,0.10286,0.76215,0.000268938,0.000268938,0.000268938
84,732.018,0.18955,0.14538,0.80771,0.99861,1,0.995,0.99387,0.13903,0.09516,0.76169,0.000254791,0.000254791,0.000254791
85,740.815,0.18749,0.14092,0.80799,0.99837,1,0.995,0.99423,0.13342,0.09616,0.76042,0.000240644,0.000240644,0.000240644
86,749.575,0.18403,0.14025,0.80701,0.99839,1,0.995,0.99358,0.13911,0.09752,0.76219,0.000226497,0.000226497,0.000226497
87,758.284,0.18363,0.13925,0.80745,0.99848,1,0.995,0.99392,0.13641,0.09625,0.76062,0.000212349,0.000212349,0.000212349
88,766.964,0.1788,0.13571,0.80576,0.99876,1,0.995,0.99383,0.13816,0.0973,0.76025,0.000198202,0.000198202,0.000198202
89,775.248,0.17942,0.1389,0.80407,0.99812,1,0.995,0.99391,0.13969,0.09839,0.76114,0.000184055,0.000184055,0.000184055
90,783.567,0.17915,0.13625,0.80743,0.99883,1,0.995,0.99311,0.14113,0.0948,0.76064,0.000169908,0.000169908,0.000169908
91,791.522,0.16014,0.11605,0.78449,0.99869,1,0.995,0.99421,0.13818,0.09502,0.76022,0.000155761,0.000155761,0.000155761
92,799.615,0.15651,0.11266,0.78732,0.99871,1,0.995,0.99347,0.14058,0.09372,0.761,0.000141614,0.000141614,0.000141614
93,807.831,0.15224,0.11228,0.78564,0.99869,1,0.995,0.99427,0.13354,0.09106,0.75935,0.000127467,0.000127467,0.000127467
94,815.975,0.14983,0.1097,0.78302,0.99869,1,0.995,0.99394,0.13677,0.09211,0.75987,0.00011332,0.00011332,0.00011332
95,824.099,0.14771,0.10894,0.78268,0.99889,1,0.995,0.99391,0.1398,0.08972,0.7603,9.91726e-05,9.91726e-05,9.91726e-05
96,832.401,0.14706,0.10929,0.78252,0.99887,1,0.995,0.99391,0.13097,0.0875,0.75904,8.50255e-05,8.50255e-05,8.50255e-05
97,840.694,0.14623,0.10732,0.78935,0.99886,1,0.995,0.99317,0.13053,0.08713,0.75942,7.08784e-05,7.08784e-05,7.08784e-05
98,849.036,0.14482,0.10597,0.78396,0.99891,1,0.995,0.99389,0.13082,0.08736,0.75939,5.67313e-05,5.67313e-05,5.67313e-05
99,857.371,0.14192,0.103,0.78273,0.99865,1,0.995,0.99392,0.13095,0.08575,0.75948,4.25842e-05,4.25842e-05,4.25842e-05
100,865.183,0.14047,0.10193,0.78258,0.99872,1,0.995,0.99395,0.1303,0.08476,0.75966,2.84371e-05,2.84371e-05,2.84371e-05
